Factories：	2
Groups:	15
Jobs:	104
Stages:	7
Group size/Jobs of each group:
1	96	
17	54	34	75	64	23	11	85	61	37	97	15	38	40	33	57	16	1	
15	51	65	28	76	66	25	30	42	100	24	7	95	83	73	71	
3	45	39	10	
18	41	79	21	2	5	35	17	13	81	58	102	82	101	88	36	78	18	99	
1	46	
3	43	8	22	
4	59	87	19	77	
7	49	53	67	6	12	93	103	
6	98	60	3	84	26	80	
15	20	62	72	89	56	9	29	92	14	48	27	68	31	47	52	
5	0	63	50	69	55	
4	70	86	91	94	
2	44	90	
3	32	4	74	
Processing time of jobs in each stage
85	89	62	53	78	66	66	79	61	51	58	96	98	50	82	88	73	66	53	67	50	70	92	95	64	82	96	78	92	50	78	64	94	86	50	85	63	72	66	61	96	93	73	85	98	94	88	66	85	83	58	80	74	53	82	88	83	91	92	57	76	50	65	74	66	54	70	84	78	81	84	87	78	73	65	88	99	87	79	98	69	58	70	72	57	91	81	78	67	69	57	89	54	74	57	77	91	86	80	56	91	56	55	88	
90	72	62	60	53	94	67	66	74	91	92	96	69	89	72	65	63	74	59	56	66	72	85	77	60	94	73	86	66	67	99	97	88	79	56	59	52	67	75	88	77	75	71	92	71	67	53	88	56	60	97	73	58	60	70	69	72	57	51	86	77	79	85	92	74	88	72	99	83	95	50	96	70	93	60	89	97	94	94	67	99	68	59	53	60	90	51	83	72	83	61	83	90	65	81	76	95	65	90	89	54	91	52	77	
68	54	80	60	59	57	70	65	72	64	94	62	72	67	63	68	58	78	80	92	81	88	74	61	99	67	53	99	70	65	77	67	68	61	65	85	70	93	71	72	81	73	59	78	86	68	54	50	78	55	85	61	86	93	91	98	58	77	94	67	98	98	87	83	75	59	77	62	93	69	52	86	69	86	75	82	52	88	53	66	70	99	55	94	80	77	94	52	88	82	51	65	87	88	65	57	59	57	56	99	66	68	58	74	
62	97	69	51	71	56	66	74	91	66	88	91	73	85	82	73	82	67	86	84	91	76	50	58	65	72	59	88	97	66	61	82	84	95	82	60	99	73	79	70	88	56	71	99	67	52	50	80	86	81	77	63	96	78	72	66	67	76	99	63	65	69	79	94	59	58	90	65	57	55	92	88	70	67	96	64	92	73	66	65	88	53	73	65	87	65	50	73	60	71	66	76	99	85	56	94	53	76	67	64	76	90	50	90	
64	99	68	65	58	84	55	95	82	79	98	81	85	52	92	98	51	51	91	50	75	77	60	87	90	52	75	97	87	95	77	63	94	71	54	97	59	66	90	96	82	97	79	68	85	84	93	72	78	66	58	54	71	56	67	95	78	75	96	83	79	65	95	74	89	83	81	62	55	88	59	57	64	50	90	80	50	92	74	55	57	60	93	57	71	85	53	82	69	79	51	63	66	64	80	50	63	79	78	88	99	82	75	62	
63	80	83	77	73	79	77	63	60	73	70	73	89	93	76	86	94	68	59	75	79	68	96	52	54	93	82	58	54	78	80	55	55	52	72	86	98	91	76	71	99	99	83	95	91	75	57	56	80	87	57	87	72	68	93	98	67	52	96	54	87	84	68	57	87	75	78	85	85	50	66	77	62	54	61	55	57	97	83	50	50	99	95	91	53	60	58	52	57	65	57	70	79	65	56	84	82	63	90	80	74	60	58	82	
51	61	63	58	99	58	52	74	56	93	76	60	93	60	50	59	54	83	52	79	76	71	86	62	94	82	97	61	60	90	79	70	67	58	65	52	64	51	64	95	99	84	56	59	63	96	53	86	52	65	53	54	51	65	91	61	58	78	95	70	56	75	59	67	71	77	50	72	69	69	88	50	62	89	78	94	95	62	83	96	64	59	50	98	57	56	64	86	96	94	97	56	91	57	99	76	58	80	70	80	70	91	82	82	
Setup time of groups in each stage
10	15	17	14	12	10	16	20	14	19	10	11	19	15	20	
11	20	17	12	18	16	19	16	13	18	11	12	16	11	15	
12	10	19	19	16	14	12	15	17	18	19	12	13	18	10	
10	13	20	11	20	13	15	11	19	16	16	16	15	14	19	
15	13	12	15	12	16	10	20	20	11	18	14	16	19	13	
15	19	20	16	18	16	18	10	18	14	16	19	13	12	17	
14	12	14	16	10	15	11	14	11	15	14	19	19	14	12	
18	18	18	19	14	15	13	15	17	20	19	14	17	12	18	
16	12	19	12	16	16	14	13	15	13	17	18	16	11	11	
19	10	14	12	11	14	19	17	18	17	12	12	11	16	12	
11	18	10	12	15	13	18	12	17	12	11	16	14	15	10	
11	15	12	18	20	14	10	10	12	16	20	20	19	19	20	
19	18	10	11	20	20	20	15	13	15	19	14	11	11	15	
20	16	12	16	16	11	10	15	13	17	13	13	14	14	17	
12	17	20	17	12	10	20	17	16	19	17	10	10	16	19	

15	17	17	19	12	12	16	17	20	15	11	16	17	18	13	
13	14	19	17	18	11	14	15	19	16	18	17	12	16	14	
18	12	14	14	11	12	18	16	12	15	17	19	13	13	11	
12	12	17	17	16	13	19	19	13	20	20	14	11	12	19	
19	19	13	13	17	14	19	20	12	10	10	19	16	16	12	
15	11	13	17	12	19	18	18	15	18	19	18	19	19	12	
20	16	11	12	12	14	13	12	15	10	17	16	10	12	19	
18	11	10	13	15	20	16	12	12	16	11	16	13	10	20	
18	15	13	15	12	11	15	15	14	19	10	17	14	14	12	
14	14	15	19	13	20	11	11	18	17	19	17	14	18	14	
17	16	12	17	10	14	12	15	14	15	20	12	19	15	18	
14	20	15	18	16	16	11	20	17	18	12	13	14	17	20	
16	15	20	17	10	14	19	18	16	15	11	16	11	10	15	
18	18	15	20	20	15	13	16	19	14	16	20	16	20	17	
15	18	17	18	17	16	13	18	20	19	13	16	11	16	11	

19	20	17	10	20	11	17	11	20	15	16	20	12	17	17	
13	19	11	14	10	11	17	19	13	10	13	20	11	16	20	
16	10	16	16	12	11	17	16	15	20	19	11	10	19	18	
14	17	11	13	19	20	18	20	13	17	15	19	12	20	13	
12	17	12	12	14	12	12	13	20	11	17	19	16	14	16	
14	13	10	15	13	18	16	13	12	17	20	15	18	13	11	
12	19	17	10	10	10	12	16	12	10	15	12	14	10	16	
10	17	16	17	14	20	19	15	12	15	17	12	13	11	20	
12	10	13	17	14	15	18	19	19	17	17	19	13	19	10	
11	11	17	14	19	10	17	14	14	14	15	14	16	15	20	
12	16	11	15	13	13	17	16	14	16	18	19	11	15	11	
16	18	19	10	17	16	13	11	14	18	14	15	13	14	10	
16	17	20	19	20	13	14	15	16	17	11	15	11	19	16	
11	16	14	20	11	18	12	20	10	10	14	19	10	14	11	
17	14	12	18	16	12	12	20	17	19	18	15	14	10	19	

19	18	12	10	13	15	15	19	16	20	14	14	20	13	10	
12	12	10	10	16	15	12	11	20	10	15	19	19	12	12	
14	10	17	19	10	14	13	14	11	10	19	10	20	13	11	
20	14	17	17	16	18	19	11	11	15	12	18	12	10	11	
18	20	12	13	14	18	14	14	12	11	12	14	16	13	18	
14	11	19	10	17	17	17	15	17	13	18	12	15	20	15	
13	11	15	15	17	18	15	16	13	17	20	14	14	12	12	
20	11	17	20	17	10	14	20	12	16	11	19	16	15	20	
16	20	17	10	11	16	14	10	12	12	17	16	16	12	12	
12	10	16	10	14	16	13	19	19	14	12	14	16	16	19	
19	11	20	17	11	16	17	11	20	19	18	13	20	17	15	
20	19	12	17	19	20	19	19	10	18	20	19	10	10	15	
17	20	12	16	12	15	17	12	11	14	17	19	12	12	18	
16	18	11	19	18	17	12	16	12	13	16	11	11	11	13	
10	17	15	20	13	13	14	18	15	17	14	15	10	13	14	

20	19	17	20	14	14	15	14	13	14	11	19	12	18	19	
10	10	19	16	16	11	12	10	12	15	18	15	18	18	20	
15	14	20	18	10	10	14	17	16	19	20	14	18	14	15	
12	17	10	17	15	16	20	19	19	12	10	19	10	11	19	
12	14	18	12	14	14	16	19	18	18	10	13	19	16	19	
15	14	12	18	13	17	14	11	18	13	20	15	16	15	11	
16	19	12	16	16	13	11	13	12	15	19	15	19	10	16	
14	12	14	20	13	17	13	10	11	18	11	10	19	20	11	
16	13	11	14	20	13	16	11	20	16	18	19	19	13	11	
14	20	13	11	14	16	16	15	12	12	14	16	12	14	18	
20	16	15	13	13	20	12	17	12	14	12	16	16	13	19	
11	15	12	17	10	10	14	20	19	11	14	17	10	10	12	
10	16	20	20	12	13	20	20	18	11	11	10	18	14	11	
20	15	16	11	17	15	12	12	17	17	10	13	20	16	15	
11	12	13	19	10	20	18	11	15	12	14	14	16	18	20	

10	12	16	11	16	14	11	13	20	17	13	13	15	11	13	
20	20	19	17	16	18	15	18	10	16	10	12	15	18	10	
14	17	20	14	16	12	11	13	18	13	13	18	17	15	15	
12	13	11	13	12	18	15	16	19	15	17	12	18	12	18	
15	18	16	12	17	10	12	17	18	11	20	20	16	16	16	
20	11	17	15	15	17	18	18	10	11	15	14	11	20	13	
19	12	18	14	19	19	13	14	19	13	16	10	20	17	18	
12	13	10	13	17	11	18	20	15	17	11	17	15	11	16	
11	11	15	12	18	19	13	13	10	14	12	19	20	15	13	
16	18	10	18	19	12	13	20	14	11	14	17	10	16	13	
11	11	16	16	13	12	18	15	13	19	11	14	11	12	19	
19	18	11	13	10	12	18	19	19	13	14	10	11	20	19	
10	18	19	16	15	18	18	18	14	17	15	10	13	12	20	
13	14	16	18	16	16	20	11	17	14	12	15	14	13	14	
13	19	15	11	17	10	17	20	20	12	20	16	13	11	18	

13	13	18	14	13	19	20	13	11	17	16	17	19	15	16	
16	13	12	18	12	19	18	18	10	19	20	11	10	16	12	
17	14	20	19	13	11	14	11	17	17	12	12	19	19	14	
11	17	12	19	10	12	19	16	16	16	19	20	14	19	15	
12	15	13	12	11	12	13	12	15	11	20	15	11	13	16	
15	10	12	14	17	18	16	16	19	15	19	17	15	10	18	
14	19	16	10	16	16	13	17	17	14	17	17	13	17	12	
13	17	10	16	11	14	10	18	10	18	14	11	12	18	11	
14	15	12	19	12	14	18	12	13	11	17	15	13	11	16	
16	10	15	19	10	12	19	14	13	16	20	13	15	17	17	
15	12	16	15	11	15	12	11	13	13	20	16	20	13	11	
17	13	10	11	15	19	10	12	11	12	17	20	10	16	12	
17	12	18	20	19	20	11	13	15	18	11	11	19	20	17	
18	16	13	15	16	18	11	20	12	16	11	14	18	11	18	
19	17	15	17	20	18	15	17	16	13	12	15	18	17	12	
Machine numbers in each stage
3	2	3	3	2	2	3	
Delivery time windows of each group
575	2318	1652	1668	2255	2427	1911	1311	1793	2123	1160	1509	1190	724	1281	
656	2737	1989	2001	2722	2932	2216	1460	2178	2576	1329	1816	1343	839	1544	
Penalty weights of each group
Earliness:	1	4	5	2	1	6	1	5	7	3	2	2	1	8	6	
Tardiness:	6	7	5	4	7	1	1	10	9	4	2	5	1	7	8	
