Factories：	2
Groups:	30
Jobs:	317
Stages7
Group size/Jobs of each group:
2	151	168	
5	35	222	65	162	156	
3	40	136	135	
14	144	270	13	238	286	230	245	310	16	19	213	154	196	67	
30	234	43	116	233	227	231	120	15	209	217	191	105	138	275	90	305	32	123	248	31	274	146	60	153	176	42	312	166	206	58	
1	314	
21	307	177	114	285	216	59	88	241	72	170	148	186	161	246	10	99	218	126	284	68	269	
5	242	194	140	193	54	
20	260	11	207	276	251	249	106	195	137	164	277	57	165	141	9	134	111	190	293	300	
4	188	295	83	7	
2	167	239	
4	139	185	311	204	
52	87	81	163	94	117	294	203	169	265	50	228	86	132	145	253	85	279	30	171	2	84	290	36	289	271	49	158	278	225	3	29	118	69	256	24	46	308	316	131	98	97	47	298	147	283	56	34	313	52	115	296	78	
5	6	82	223	157	211	
10	236	258	180	63	18	66	33	122	51	142	
4	44	182	264	303	
3	100	212	113	
3	17	221	14	
19	91	112	202	237	64	229	155	125	77	5	23	281	244	37	45	93	214	76	79	
3	160	192	262	
12	263	291	282	232	255	226	20	304	61	143	247	250	
8	96	121	80	179	119	197	128	149	
20	159	71	301	0	302	181	55	28	39	215	315	73	102	272	108	268	75	189	240	70	
26	133	127	224	287	150	266	254	25	26	174	175	95	208	152	235	288	53	110	22	220	104	252	89	184	12	92	
14	267	130	183	201	210	8	187	4	306	198	299	124	219	21	
4	292	199	27	297	
10	101	109	48	261	103	41	173	74	107	38	
2	257	62	
3	205	280	129	
8	200	309	1	243	178	273	259	172	
Processing time of jobs in each stage
88	73	66	53	67	50	70	92	95	64	82	96	78	92	50	78	64	94	86	50	85	63	72	66	61	96	93	73	85	98	94	88	66	85	83	58	80	74	53	82	88	83	91	92	57	76	50	65	74	66	54	70	84	78	81	84	87	78	73	65	88	99	87	79	98	69	58	70	72	57	91	81	78	67	69	57	89	54	74	57	77	91	86	80	56	91	56	55	88	90	72	62	60	53	94	67	66	74	91	92	96	69	89	72	65	63	74	59	56	66	72	85	77	60	94	73	86	66	67	99	97	88	79	56	59	52	67	75	88	77	75	71	92	71	67	53	88	56	60	97	73	58	60	70	69	72	57	51	86	77	79	85	92	74	88	72	99	83	95	50	96	70	93	60	89	97	94	94	67	99	68	59	53	60	90	51	83	72	83	61	83	90	65	81	76	95	65	90	89	54	91	52	77	68	54	80	60	59	57	70	65	72	64	94	62	72	67	63	68	58	78	80	92	81	88	74	61	99	67	53	99	70	65	77	67	68	61	65	85	70	93	71	72	81	73	59	78	86	68	54	50	78	55	85	61	86	93	91	98	58	77	94	67	98	98	87	83	75	59	77	62	93	69	52	86	69	86	75	82	52	88	53	66	70	99	55	94	80	77	94	52	88	82	51	65	87	88	65	57	59	57	56	99	66	68	58	74	62	97	69	51	71	56	66	74	91	66	88	91	73	85	82	73	82	67	86	84	
91	76	50	58	65	72	59	88	97	66	61	82	84	95	82	60	99	73	79	70	88	56	71	99	67	52	50	80	86	81	77	63	96	78	72	66	67	76	99	63	65	69	79	94	59	58	90	65	57	55	92	88	70	67	96	64	92	73	66	65	88	53	73	65	87	65	50	73	60	71	66	76	99	85	56	94	53	76	67	64	76	90	50	90	64	99	68	65	58	84	55	95	82	79	98	81	85	52	92	98	51	51	91	50	75	77	60	87	90	52	75	97	87	95	77	63	94	71	54	97	59	66	90	96	82	97	79	68	85	84	93	72	78	66	58	54	71	56	67	95	78	75	96	83	79	65	95	74	89	83	81	62	55	88	59	57	64	50	90	80	50	92	74	55	57	60	93	57	71	85	53	82	69	79	51	63	66	64	80	50	63	79	78	88	99	82	75	62	63	80	83	77	73	79	77	63	60	73	70	73	89	93	76	86	94	68	59	75	79	68	96	52	54	93	82	58	54	78	80	55	55	52	72	86	98	91	76	71	99	99	83	95	91	75	57	56	80	87	57	87	72	68	93	98	67	52	96	54	87	84	68	57	87	75	78	85	85	50	66	77	62	54	61	55	57	97	83	50	50	99	95	91	53	60	58	52	57	65	57	70	79	65	56	84	82	63	90	80	74	60	58	82	51	61	63	58	99	58	52	74	56	93	76	60	93	60	50	59	54	83	52	79	76	71	86	62	94	
82	97	61	60	90	79	70	67	58	65	52	64	51	64	95	99	84	56	59	63	96	53	86	52	65	53	54	51	65	91	61	58	78	95	70	56	75	59	67	71	77	50	72	69	69	88	50	62	89	78	94	95	62	83	96	64	59	50	98	57	56	64	86	96	94	97	56	91	57	99	76	58	80	70	80	70	91	82	82	50	74	85	69	59	51	80	97	70	93	50	58	93	73	97	57	95	82	61	87	80	94	81	65	90	58	60	77	54	74	59	50	93	93	78	69	62	73	83	87	93	62	66	90	52	54	66	99	54	99	67	74	55	93	77	78	80	72	71	92	75	64	63	75	63	80	51	97	97	56	89	68	80	91	64	76	92	99	81	87	77	88	51	87	70	78	95	65	63	84	69	61	68	79	51	76	58	69	56	73	70	95	92	69	63	90	88	87	91	70	75	67	75	85	98	94	69	84	59	86	81	62	94	59	78	80	72	64	77	63	82	87	79	55	57	91	54	71	63	57	70	91	83	86	81	62	63	57	81	61	54	87	51	62	73	67	89	60	85	60	56	78	69	75	50	57	74	62	87	99	68	50	50	62	79	95	96	92	92	99	93	86	51	56	96	99	99	75	66	74	95	71	54	57	73	96	79	63	80	80	56	53	72	64	83	66	65	71	70	86	61	83	99	83	61	54	98	85	80	92	85	52	50	77	91	74	84	84	91	59	61	81	82	98	75	54	78	85	
87	66	68	68	94	82	88	59	70	74	91	80	87	85	60	81	68	88	63	68	68	55	60	90	80	63	73	83	93	65	64	54	59	59	82	82	80	66	91	90	67	99	95	72	55	61	94	93	91	67	64	85	70	92	99	62	53	50	94	78	81	61	76	56	66	83	59	94	89	89	75	90	93	87	91	93	61	98	79	58	61	59	72	66	59	75	53	83	77	50	62	91	87	55	52	67	75	98	78	59	63	79	55	79	66	54	97	88	74	63	73	61	54	74	76	70	94	53	85	71	71	62	69	68	75	94	66	97	54	55	89	82	92	85	71	90	69	85	80	59	84	52	71	62	73	68	74	98	59	94	73	87	69	99	73	88	77	79	58	98	84	86	60	67	68	83	96	81	75	99	83	51	71	94	87	77	73	56	81	55	51	74	90	90	75	97	99	72	65	78	92	70	79	97	79	98	85	75	88	82	86	83	79	65	90	97	93	67	81	56	77	57	94	97	82	50	99	55	84	56	96	73	80	98	63	82	84	66	92	55	69	53	57	83	94	63	53	64	96	56	79	97	80	53	77	80	59	55	83	77	74	97	94	57	50	92	86	68	85	58	65	93	97	88	99	64	85	73	93	60	98	67	63	81	59	59	69	63	61	65	97	55	82	95	77	71	78	68	67	53	74	66	87	79	63	59	84	98	76	90	65	56	63	93	82	51	50	53	60	80	59	52	75	62	70	52	80	
54	84	79	82	72	96	93	76	60	73	82	61	67	57	98	61	53	64	84	71	74	88	91	94	83	83	91	66	94	50	57	57	82	71	94	50	82	72	71	68	75	69	81	77	99	61	79	56	72	65	66	86	79	69	78	89	93	58	75	58	79	88	94	51	82	81	65	54	69	88	70	75	65	68	52	79	84	98	91	95	66	71	76	80	85	55	73	56	95	80	58	77	72	97	58	90	62	97	54	51	72	93	52	68	59	84	69	61	88	77	63	63	97	84	92	86	73	68	53	92	90	89	62	51	67	76	74	92	80	97	69	72	99	67	53	63	62	50	50	77	73	61	58	95	51	73	94	94	61	59	70	51	85	92	50	69	64	70	55	52	94	53	97	64	54	99	69	86	82	77	87	91	58	55	73	61	90	62	53	58	88	96	62	64	71	86	71	71	60	55	62	70	80	65	89	72	57	91	50	83	85	81	74	82	64	88	59	76	99	74	64	57	73	75	82	89	75	80	63	84	95	70	69	63	63	97	55	82	96	85	52	71	99	59	79	55	93	80	76	98	80	99	82	53	54	80	70	51	63	62	84	79	80	63	60	62	51	77	53	69	79	68	91	93	69	59	68	79	81	90	93	57	96	85	54	77	84	58	99	93	88	66	95	83	73	99	91	60	83	94	96	93	93	54	88	98	94	53	50	76	84	99	61	79	63	74	83	61	57	72	82	93	61	59	88	79	88	
55	91	88	86	61	80	62	66	79	56	58	55	66	53	83	76	98	66	66	71	86	76	82	69	75	50	67	69	96	95	83	98	70	70	75	68	65	69	55	91	62	87	92	50	52	94	81	80	54	63	51	62	75	88	76	87	90	95	75	68	98	89	54	53	68	82	77	91	97	72	89	71	77	59	85	52	85	74	79	96	94	95	62	50	91	53	57	94	60	70	88	59	68	71	79	94	86	86	51	67	91	77	91	77	71	60	90	65	86	70	55	87	64	96	73	80	75	56	79	91	60	79	81	64	54	64	62	73	94	76	94	51	79	68	61	69	99	66	83	63	50	58	88	55	54	94	96	54	77	65	55	71	96	67	77	55	98	78	89	92	91	65	55	68	99	65	57	71	79	78	75	59	61	69	78	62	69	89	97	79	74	65	65	98	60	82	60	69	59	77	77	64	93	58	73	63	85	51	52	71	96	92	57	69	84	51	51	61	53	79	99	96	60	64	98	98	90	54	58	51	87	69	55	99	76	79	55	85	75	59	61	83	86	54	67	97	79	73	54	60	65	95	54	99	90	58	74	59	68	69	79	87	99	52	59	78	58	79	71	58	64	98	82	66	66	73	54	64	95	99	93	83	80	86	76	88	50	81	50	59	76	90	50	69	83	96	69	78	62	57	65	88	64	68	89	84	73	76	60	65	58	65	60	89	77	78	94	75	84	60	86	59	90	76	88	79	62	
84	50	60	84	86	57	96	97	78	80	80	96	56	85	74	75	83	86	87	51	57	73	68	55	96	66	92	62	86	72	92	91	65	69	92	65	77	52	95	82	87	60	65	52	64	83	56	89	98	75	83	56	85	75	57	77	55	55	73	60	89	91	67	63	50	68	61	93	98	73	65	80	88	54	86	91	61	63	99	70	55	69	82	54	80	64	57	55	79	77	66	63	86	75	67	91	58	69	58	62	93	92	88	58	63	51	63	90	93	92	63	71	51	58	98	95	51	88	91	80	73	88	86	87	72	82	73	51	64	62	96	63	69	78	89	79	77	97	58	85	70	61	76	71	64	70	64	91	76	57	85	53	84	95	98	63	96	79	67	57	90	66	67	86	70	65	91	98	66	55	81	80	85	94	75	78	77	67	59	89	63	92	88	89	51	91	98	55	53	79	59	85	69	95	92	67	56	68	55	82	82	62	60	92	91	68	57	82	61	92	50	61	91	79	80	81	94	97	68	95	73	59	73	66	61	59	60	65	59	75	58	96	76	56	64	79	76	54	62	69	83	88	78	81	94	73	92	85	73	50	90	72	93	80	52	78	78	64	82	85	72	82	84	64	83	61	67	82	51	77	58	71	52	88	50	88	71	57	59	89	55	70	73	62	93	59	72	87	61	66	58	84	75	63	57	81	78	51	76	93	52	62	94	70	63	78	99	63	73	85	83	76	62	81	72	56	73	
Setup time of groups in each stage
12	11	13	13	20	16	20	13	11	17	13	10	11	15	19	10	12	11	12	17	20	10	16	12	17	12	18	20	19	20	
11	13	15	18	11	11	19	20	17	18	16	13	15	16	18	11	20	12	16	11	14	18	11	18	19	17	15	17	20	18	
15	17	16	13	12	15	18	17	12	10	15	13	19	12	17	16	17	19	16	16	18	19	10	19	20	13	19	17	18	15	
14	14	10	17	12	20	19	14	20	13	13	13	15	10	19	13	11	12	11	14	15	14	18	19	10	13	14	12	10	15	
11	15	17	13	11	11	10	18	15	16	17	15	14	16	10	11	20	19	13	11	15	10	17	17	10	15	14	13	17	13	
18	15	10	14	11	11	19	18	18	13	20	16	20	19	19	15	12	15	12	18	17	18	12	15	20	15	17	14	13	19	
11	14	10	12	17	19	20	11	19	13	13	17	17	16	18	10	10	10	15	12	19	13	20	18	16	15	19	20	19	17	
15	20	20	12	13	11	17	13	12	16	14	10	20	12	12	14	11	15	16	12	15	13	13	17	20	10	14	19	16	10	
14	12	12	13	17	11	13	19	15	12	13	20	10	15	20	14	17	19	16	14	12	16	20	16	15	13	13	18	13	14	
15	11	10	15	20	18	11	19	13	14	20	14	16	11	14	12	11	16	15	19	19	12	13	15	15	15	17	19	12	19	
20	11	19	16	10	11	12	12	19	10	19	13	20	17	13	10	18	16	11	18	18	12	16	14	18	10	16	14	13	10	
15	12	18	10	12	17	11	12	17	19	18	20	16	14	16	12	19	19	17	12	13	12	16	16	14	19	16	10	14	14	
14	18	15	20	15	19	18	12	12	19	14	10	16	17	10	11	10	11	18	18	16	12	15	14	19	11	17	12	17	18	
15	10	19	18	20	12	13	19	13	14	17	18	12	15	20	18	15	12	18	20	14	15	19	16	14	19	18	16	14	11	
10	15	17	20	19	14	16	15	17	17	11	16	12	18	18	11	12	16	12	11	16	18	19	17	10	10	17	16	17	17	
15	10	18	16	14	15	19	10	19	13	14	14	19	10	11	10	10	13	11	18	17	18	18	12	19	13	10	16	10	10	
10	10	15	18	10	19	16	19	19	16	10	16	16	10	10	14	11	12	14	13	13	14	17	11	20	17	15	17	11	14	
20	16	18	14	16	19	16	18	20	12	20	14	15	16	16	15	18	18	12	11	15	18	15	11	16	11	15	15	10	13	
13	18	18	20	12	16	15	17	19	19	11	20	13	11	13	13	16	20	11	16	14	12	14	17	10	20	20	13	10	14	
18	18	16	13	14	19	13	16	17	20	13	15	12	14	18	13	15	17	18	15	18	16	18	11	14	16	15	16	18	17	
12	15	15	16	15	20	13	13	11	11	11	11	10	11	18	13	13	19	15	11	10	13	12	15	17	18	11	16	10	10	
17	20	16	15	10	13	15	15	13	19	10	20	15	19	16	19	10	16	16	20	12	19	11	11	11	20	14	11	10	14	
15	12	11	19	14	10	14	17	14	20	16	19	19	10	19	16	19	18	16	13	16	16	11	19	16	10	12	11	13	12	
19	20	16	11	20	20	19	14	14	15	14	13	19	10	10	19	15	11	10	14	18	20	16	18	10	11	14	13	13	11	
12	13	18	17	17	13	12	15	18	18	20	16	13	18	17	16	10	14	10	19	16	14	10	15	15	14	18	18	18	15	
15	11	19	10	16	16	14	17	15	11	15	10	14	18	14	14	18	16	17	19	17	13	13	12	16	14	13	18	20	10	
10	10	18	18	17	10	17	13	17	13	19	20	15	20	14	12	17	15	10	20	10	12	20	12	12	11	11	10	15	15	
16	20	18	19	17	12	13	18	10	12	14	10	12	17	10	14	10	13	15	17	17	10	12	12	15	11	12	11	12	10	
11	11	12	14	17	16	15	17	15	20	20	14	14	12	11	15	15	20	17	19	15	13	16	18	19	18	16	15	13	10	
12	19	16	15	11	13	14	14	12	15	17	12	12	18	20	20	17	16	11	14	13	14	12	15	13	17	12	20	18	18	

19	20	14	14	17	18	12	17	10	15	12	11	10	10	19	11	15	15	14	12	15	13	19	17	20	20	20	11	16	19	
12	13	11	14	16	13	13	16	13	19	10	19	18	18	10	20	14	13	19	19	20	19	11	14	13	11	14	16	14	10	
19	10	11	11	10	20	17	19	19	15	17	13	13	16	13	18	14	19	18	20	19	13	20	18	14	13	12	20	15	15	
19	14	18	14	14	15	11	16	20	16	20	10	13	11	11	20	14	10	17	13	19	17	10	12	10	18	20	20	19	20	
17	12	11	13	18	16	10	19	20	10	14	10	16	20	11	17	20	16	16	17	20	16	11	19	20	20	17	11	20	19	
12	16	14	18	20	14	12	11	14	20	10	10	20	14	15	15	15	18	13	18	17	20	17	18	18	13	18	16	17	19	
12	18	16	10	19	15	10	19	12	15	10	11	16	10	17	10	12	14	13	13	19	10	16	11	12	16	12	14	18	12	
15	18	17	20	16	18	17	17	12	14	18	10	19	19	14	11	17	18	17	14	11	14	19	15	11	17	20	14	14	11	
17	12	10	10	15	15	19	16	12	12	11	16	13	11	10	18	11	19	19	20	15	19	16	13	18	13	18	12	14	14	
13	10	10	12	11	12	13	14	20	19	11	13	20	10	18	10	10	14	12	16	16	13	16	13	16	12	12	20	11	15	
18	12	11	11	17	19	17	16	18	12	10	15	18	12	11	12	17	13	17	10	19	12	18	13	11	20	19	12	16	15	
20	17	13	19	18	20	13	18	17	19	15	18	10	20	15	11	13	10	14	19	16	20	20	12	12	10	16	18	15	17	
19	20	18	12	14	15	16	13	14	13	20	15	10	19	11	16	14	17	14	14	11	11	17	11	20	15	19	12	13	20	
19	13	14	19	17	18	19	13	14	11	20	15	17	13	12	20	10	11	18	17	19	19	11	14	18	18	12	14	15	10	
11	16	14	15	16	10	10	14	15	15	13	14	13	10	15	14	20	18	20	18	17	16	15	10	18	19	19	16	19	11	
17	20	14	19	20	19	17	12	15	20	13	18	15	15	11	10	18	12	18	16	14	10	16	10	18	13	16	17	15	13	
19	19	16	18	15	19	17	10	17	11	20	19	11	13	17	18	18	11	15	15	16	15	17	18	11	20	20	14	18	19	
13	17	17	20	14	12	19	16	13	19	17	18	14	18	17	14	18	16	15	10	19	10	12	11	13	17	15	19	15	16	
13	19	14	18	12	19	17	10	14	14	19	20	20	20	19	18	16	20	19	16	20	20	17	17	13	10	15	20	20	10	
13	11	10	10	12	12	11	18	12	12	12	12	10	12	12	20	13	10	17	14	16	12	11	18	10	19	20	19	13	12	
15	19	20	18	16	12	18	11	19	20	20	20	16	14	15	11	12	20	17	16	11	18	16	15	19	14	12	13	11	17	
17	12	15	10	20	18	14	20	18	14	16	18	17	18	16	12	15	12	12	17	11	15	11	16	13	10	11	13	15	15	
13	16	13	20	17	17	13	10	11	20	10	15	15	18	15	16	20	18	14	17	12	12	17	14	13	15	18	19	16	12	
17	19	19	11	20	12	10	10	17	15	15	10	11	13	12	14	12	14	16	18	18	17	15	18	11	10	12	14	11	12	
20	17	13	19	12	15	17	16	16	10	13	14	10	17	13	19	17	14	20	15	15	16	17	15	17	15	20	19	12	20	
12	15	10	17	14	19	12	19	20	17	11	17	12	19	13	20	16	16	19	17	10	10	13	14	12	12	12	13	17	19	
11	16	16	19	15	11	12	16	19	14	20	12	20	16	13	20	12	10	18	20	14	11	14	12	19	11	12	12	17	14	
18	10	15	12	16	19	16	12	12	19	16	16	11	11	10	12	17	20	17	18	13	14	15	11	14	16	20	12	15	15	
17	11	12	20	14	16	12	20	11	14	14	16	17	10	15	16	17	11	13	15	11	17	17	11	15	12	16	16	17	10	
12	11	19	13	19	17	15	19	13	12	20	13	19	19	15	11	17	17	18	13	20	16	10	10	11	13	19	19	13	18	

14	15	16	15	14	13	12	18	12	15	11	13	15	19	19	19	16	11	17	17	10	14	10	10	20	18	20	15	15	10	
20	16	16	17	15	13	16	16	14	20	13	14	10	15	13	11	15	10	16	16	10	18	11	13	15	12	13	20	18	15	
13	20	13	13	15	19	18	17	18	12	19	19	10	15	19	14	20	19	18	13	14	20	15	16	17	13	13	10	18	15	
11	17	10	13	11	19	15	19	12	17	14	18	13	14	10	19	18	14	10	15	18	12	18	12	12	18	10	18	19	10	
13	10	11	13	18	11	15	14	15	14	20	13	10	10	13	13	14	19	17	14	12	19	13	14	19	13	20	14	11	11	
14	17	11	18	17	14	12	18	11	11	17	13	12	11	10	18	14	20	15	20	19	14	15	17	14	16	10	12	18	11	
20	15	13	20	20	19	17	16	12	10	16	12	13	19	17	19	14	16	12	17	16	17	13	15	16	18	11	16	10	14	
15	11	17	14	11	14	12	17	20	19	15	13	17	19	11	14	12	16	13	10	14	15	11	20	14	20	18	18	10	16	
15	14	11	19	14	10	19	17	11	15	18	14	10	18	17	18	19	13	18	14	16	20	14	16	18	18	18	20	16	13	
14	20	13	18	17	18	11	13	11	11	14	12	17	12	19	14	12	11	10	18	16	16	19	11	16	17	20	13	17	15	
14	13	13	15	10	16	12	16	10	11	10	13	13	12	18	16	16	20	20	17	17	10	20	15	19	12	18	13	13	17	
18	13	12	10	12	13	14	17	15	14	14	10	18	20	14	17	16	18	19	10	11	16	18	11	18	16	12	10	18	10	
20	16	10	12	12	19	10	20	16	19	16	17	13	14	20	12	14	16	13	12	12	16	16	20	11	17	12	12	16	10	
20	16	15	10	17	16	11	18	19	10	16	20	10	11	15	20	18	20	18	17	19	17	11	19	16	14	15	13	15	18	
10	20	20	16	15	16	19	18	12	12	10	20	15	17	10	18	18	16	13	15	16	16	19	15	19	15	19	13	20	17	
19	20	19	13	15	16	16	10	19	19	18	13	19	12	18	19	12	15	14	11	17	16	16	20	17	15	10	10	19	17	
15	20	15	20	13	12	15	11	13	12	13	11	19	14	12	15	16	15	18	11	10	20	16	13	20	14	11	14	15	15	
16	13	12	17	19	13	10	11	14	18	17	20	18	19	16	15	20	12	15	17	17	19	18	20	14	11	11	20	13	15	
19	13	17	15	20	19	13	18	17	19	20	19	17	12	19	10	18	15	15	19	15	14	17	18	12	12	14	16	11	16	
11	19	11	11	17	14	11	10	10	10	14	15	19	12	19	14	12	16	10	12	11	10	20	15	17	18	17	11	19	20	
17	15	13	18	17	11	16	11	11	19	18	12	14	17	10	18	12	20	10	14	16	12	12	18	12	14	17	13	18	14	
12	11	10	14	17	19	20	15	12	20	12	13	19	16	19	19	17	16	19	15	12	19	14	11	12	17	20	18	12	16	
15	20	19	16	17	10	10	10	14	19	12	20	11	19	16	17	15	10	20	20	14	13	11	10	19	17	12	11	13	10	
14	16	10	20	14	11	15	20	19	15	13	13	13	18	14	20	14	18	19	10	13	12	16	10	19	17	12	15	16	15	
11	11	19	19	13	19	18	15	20	11	19	13	18	14	15	19	12	10	18	10	13	12	17	18	19	15	11	10	16	16	
